,zip_code,State,mean_housing_price
4650,94595,CA,622875.22
4651,90041,CA,550499.95
4652,47404,IN,152110.62
4653,06410,CT,294061.18
4654,55014,MN,208697.86
4655,77043,TX,186889.29
4656,60051,IL,189758.15
4657,38106,TN,38182.96
4658,48093,MI,126784.65
4659,32536,FL,159415.44
4660,38637,MS,99188.94
4661,80831,CO,271863.71
4662,45241,OH,194005.94
4663,72206,AR,68879.09
4664,07010,NJ,398189.95
4665,38138,TN,254882.36
4666,48326,MI,165605.37
4667,53189,WI,231011.07
4668,77022,TX,99456.28
4669,04101,ME,268125.19
4670,75232,TX,98892.26
4671,77071,TX,122398.23
4672,37208,TN,182239.48
4673,68106,NE,126941.02
4674,02852,RI,288727.93
4675,30528,GA,143844.67
4676,11420,NY,383726.34
4677,35020,AL,31720.98
4678,33328,FL,283139.07
4679,07106,NJ,198827.63
4680,33708,FL,274349.57
4681,28037,NC,260766.7
4682,11570,NY,537927.6
4683,33901,FL,137919.24
4684,93901,CA,409677.67
4685,34105,FL,231613.9
4686,46221,IN,92441.79
4687,32504,FL,125966.99
4688,03054,NH,243418.86
4689,72116,AR,151296.3
4690,40223,KY,216052.15
4691,48506,MI,66479.7
4692,34224,FL,138804.01
4693,98248,WA,266314.24
4694,44012,OH,221576.82
4695,32177,FL,82114.08
4696,28144,NC,89721.21
4697,77384,TX,251260.59
4698,77023,TX,128890.52
4699,85040,AZ,117663.65
4700,77327,TX,75545.33
4701,77016,TX,76457.15
4702,33991,FL,190968.98
4703,14217,NY,107690.62
4704,49464,MI,166743.97
4705,77551,TX,134216.39
4706,37862,TN,187478.61
4707,98372,WA,277122.99
4708,07748,NJ,378293.9
4709,02134,MA,354649.91
4710,80904,CO,208553.5
4711,20721,MD,339472.53
4712,90254,CA,1192831.37
4713,28334,NC,101911.81
4714,68135,NE,213759.03
4715,33596,FL,219539.32
4716,12047,NY,165669.49
4717,06830,CT,1489867.45
4718,40508,KY,100792.99
4719,85259,AZ,543867.48
4720,28147,NC,133090.9
4721,91733,CA,341279.62
4722,47712,IN,106160.03
4723,96007,CA,185106.91
4724,95824,CA,175920.87
4725,45202,OH,242537.4
4726,76092,TX,544475.21
4727,35243,AL,311928.98
4728,01109,MA,119584.09
4729,15101,PA,193927.55
4730,30327,GA,842755.44
4731,79407,TX,118710.85
4732,20784,MD,214048.83
4733,44319,OH,127550.31
4734,37334,TN,98911.48
4735,02478,MA,724431.48
4736,35805,AL,62836.32
4737,27288,NC,78426.21
4738,34772,FL,192045.04
4739,07860,NJ,243793.95
4740,94603,CA,279026.84
4741,37934,TN,281763.57
4742,76106,TX,77303.04
4743,28152,NC,100574.22
4744,48329,MI,159347.15
4745,44116,OH,203313.33
4746,71446,LA,135253.35
4747,55102,MN,177142.78
4748,68005,NE,132466.17
4749,28083,NC,103437.9
4750,77067,TX,109318.88
4751,19973,DE,163979.5
4752,60002,IL,193465.67
4753,28570,NC,168613.26
4754,90810,CA,317433.33
4755,89701,NV,204003.09
4756,07675,NJ,479811.25
4757,46250,IN,180414.4
4758,42503,KY,126059.64
4759,37412,TN,103955.56
4760,91042,CA,418039.04
4761,75225,TX,875040.78
4762,92231,CA,145680.62
4763,64850,MO,98743.81
4764,45331,OH,103513.37
4765,89145,NV,191418.81
4766,01824,MA,353212.31
4767,80110,CO,230766.27
4768,61103,IL,80551.18
4769,95829,CA,301489.4
4770,29020,SC,94132.71
4771,77355,TX,209129.54
4772,99577,AK,290512.91
4773,78382,TX,182827.95
4774,00602,AL,107263.28
4775,06704,CT,104317.83
4776,19018,PA,144708.65
4777,11414,NY,334373.08
4778,78242,TX,81831.49
4779,11722,NY,248981.44
4780,54751,WI,155051.16
4781,21146,MD,436204.86
4782,46725,IN,133170.12
4783,30168,GA,125785.82
4784,80249,CO,231442.0
4785,43227,OH,84051.26
4786,53150,WI,255093.4
4787,53916,WI,124306.43
4788,01803,MA,414851.45
4789,29678,SC,125176.51
4790,27597,NC,165662.89
4791,44514,OH,124029.13
4792,20121,VA,309537.81
4793,24551,VA,206521.23
4794,32327,FL,126758.3
4795,84606,UT,186518.78
4796,77662,TX,102148.63
4797,12078,NY,67283.5
4798,27101,NC,103464.56
4799,29575,SC,166323.9
4800,61111,IL,110353.95
4801,38464,TN,87375.08
4802,67218,KS,79870.21
4803,44144,OH,101527.42
4804,15202,PA,114432.54
4805,79902,TX,134162.76
4806,98383,WA,268575.49
4807,11731,NY,419788.03
4808,07719,NJ,367073.49
4809,45248,OH,140678.26
4810,15136,PA,107593.91
4811,89406,NV,178915.96
4812,92583,CA,190591.2
4813,67501,KS,56963.75
4814,48504,MI,30746.37
4815,70510,LA,131896.22
4816,58703,ND,157433.65
4817,53545,WI,134370.04
4818,35023,AL,103241.21
4819,88201,NM,129435.14
4820,27617,NC,240418.1
4821,04210,ME,134394.82
4822,46256,IN,184152.74
4823,30720,GA,125528.61
4824,55129,MN,337920.62
4825,81501,CO,151337.7
4826,74112,OK,87849.09
4827,30248,GA,155606.65
4828,66104,KS,66806.32
4829,55446,MN,362607.41
4830,93314,CA,305077.04
4831,77045,TX,98463.62
4832,18064,PA,230015.1
4833,18062,PA,235570.55
4834,55123,MN,276582.38
4835,64014,MO,145976.29
4836,44113,OH,102806.69
4837,73003,OK,133966.73
4838,85381,AZ,204888.97
4839,44857,OH,115403.77
4840,80922,CO,214893.45
4841,75041,TX,101924.75
4842,92706,CA,460859.45
4843,97071,OR,174635.15
4844,07424,NJ,342335.38
4845,26062,WV,82234.63
4846,30122,GA,119614.44
4847,81401,CO,173268.7
4848,91602,CA,610288.67
4849,70448,LA,220729.29
4850,40383,KY,165675.57
4851,37821,TN,77860.79
4852,67502,KS,131425.51
4853,33066,FL,108332.5
4854,33936,FL,105797.55
4855,12208,NY,163411.71
4856,24017,VA,93806.8
4857,71201,LA,141687.22
4858,43113,OH,127899.57
4859,79930,TX,88574.12
4860,98371,WA,271370.61
4861,84780,UT,276484.81
4862,02140,MA,515754.19
4863,31792,GA,95528.17
4864,77098,TX,420843.2
4865,30307,GA,363031.13
4866,33558,FL,259395.77
4867,02026,MA,384665.16
4868,31024,GA,172487.09
4869,77320,TX,131480.31
4870,98284,WA,205672.35
4871,95501,CA,208942.85
4872,34210,FL,162963.15
4873,97333,OR,234302.75
4874,56201,MN,136738.95
4875,60015,IL,450153.9
4876,30601,GA,118293.52
4877,55025,MN,243734.74
4878,75001,TX,246550.3
4879,79934,TX,129902.31
4880,14223,NY,112852.76
4881,34601,FL,110742.62
4882,01108,MA,137028.29
4883,92508,CA,357862.89
4884,34638,FL,198846.93
4885,17036,PA,195527.02
4886,43605,OH,36170.62
4887,78410,TX,146004.67
4888,63112,MO,112212.28
4889,30512,GA,155298.43
4890,44310,OH,65005.67
4891,23607,VA,81788.47
4892,13069,NY,79309.0
4893,32583,FL,130216.92
4894,37615,TN,162570.19
4895,27577,NC,132703.36
4896,33916,FL,111174.21
4897,75160,TX,126242.63
4898,61571,IL,147661.44
4899,63367,MO,221604.31
4900,06473,CT,294127.0
4901,38930,MS,53958.82
4902,98272,WA,307384.91
4903,45805,OH,95960.15
4904,98188,WA,257862.61
4905,10309,NY,423928.18
4906,22180,VA,556631.98
4907,60087,IL,138774.67
4908,33054,FL,146555.18
4909,94619,CA,520761.42
4910,10512,NY,279625.72
4911,48306,MI,350979.1
4912,07430,NJ,423829.86
4913,46970,IN,69973.06
4914,08002,NJ,206559.71
4915,98597,WA,202740.66
4916,10708,NY,636788.86
4917,61938,IL,73518.17
4918,20653,MD,222511.58
4919,60156,IL,202967.01
4920,48503,MI,38976.5
4921,19107,PA,264952.02
4922,11803,NY,487810.92
4923,40160,KY,106794.02
4924,48327,MI,159173.25
4925,34654,FL,152873.31
4926,92301,CA,155686.71
4927,76126,TX,169141.37
4928,08060,NJ,196997.75
4929,07006,NJ,474247.26
4930,48075,MI,132600.85
4931,39350,MS,91368.27
4932,61244,IL,98744.17
4933,45406,OH,36956.16
4934,98311,WA,228150.58
4935,33805,FL,96981.22
4936,28112,NC,147565.8
4937,95503,CA,228033.37
4938,42066,KY,77460.94
4939,30297,GA,59737.15
4940,74701,OK,82837.95
4941,63104,MO,182379.54
4942,73044,OK,130551.93
4943,54501,WI,137649.99
4944,94801,CA,393395.38
4945,29403,SC,310059.86
4946,33716,FL,109494.98
4947,30577,GA,87732.31
4948,75020,TX,106002.76
4949,33584,FL,157568.6
4950,66223,KS,259200.51
4951,35749,AL,160344.21
4952,36801,AL,148910.09
4953,21114,MD,303238.16
4954,44484,OH,106604.09
4955,92604,CA,572621.35
4956,77414,TX,118388.69
4957,07724,NJ,329509.6
4958,75460,TX,52096.7
4959,11530,NY,680052.36
4960,30549,GA,166943.44
4961,55411,MN,133166.09
4962,86404,AZ,217755.05
4963,95864,CA,379537.88
4964,70124,LA,347003.2
4965,79706,TX,215686.91
4966,70127,LA,138660.95
4967,77058,TX,137815.39
4968,99354,WA,209100.76
4969,40422,KY,114398.63
4970,78332,TX,76325.58
4971,99709,AK,198687.5
4972,24701,WV,49100.33
4973,54301,WI,127099.26
4974,76002,TX,160535.07
4975,85304,AZ,174066.15
4976,43920,OH,59736.74
4977,28443,NC,265419.05
4978,45247,OH,178288.77
4979,01013,MA,155673.99
4980,04011,ME,224520.65
4981,68105,NE,105041.88
4982,33547,FL,255266.36
4983,94612,CA,407935.49
4984,80130,CO,359213.71
4985,30504,GA,167590.08
4986,30260,GA,96003.23
4987,47331,IN,70747.33
4988,22032,VA,466653.24
4989,52241,IA,220796.62
4990,14607,NY,147314.34
4991,86305,AZ,327798.55
4992,27262,NC,104838.89
4993,94589,CA,286369.32
4994,44112,OH,55528.7
4995,44137,OH,87104.42
4996,86403,AZ,168637.53
4997,06002,CT,194964.98
4998,08204,NJ,291167.34
4999,63379,MO,167562.2
5000,84102,UT,243877.46
5001,72104,AR,69789.05
5002,36582,AL,109939.42
5003,84414,UT,226573.36
5004,33782,FL,125532.11
5005,95405,CA,437179.1
5006,06114,CT,110998.67
5007,11542,NY,468270.39
5008,37138,TN,173467.8
5009,01854,MA,204333.71
5010,93654,CA,181884.34
5011,27312,NC,253612.02
5012,20601,MD,269727.67
5013,47803,IN,98389.56
5014,19977,DE,208609.15
5015,76086,TX,131617.83
5016,39601,MS,102956.84
5017,33602,FL,227510.02
5018,36867,AL,100711.98
5019,27549,NC,140125.04
5020,17408,PA,162192.77
5021,21286,MD,263030.03
5022,27260,NC,65824.59
5023,29488,SC,92424.86
5024,20853,MD,383419.01
5025,91932,CA,377814.68
5026,59808,MT,261967.89
5027,80439,CO,424697.57
5028,16510,PA,105843.39
5029,28739,NC,234921.3
5030,75119,TX,128504.44
5031,71202,LA,40326.37
5032,91303,CA,358993.65
5033,33470,FL,262811.68
5034,97015,OR,296106.79
5035,10952,NY,494691.66
5036,98074,WA,584753.3
5037,17406,PA,150882.63
5038,79118,TX,159562.47
5039,80238,CO,494415.43
5040,57105,SD,147372.86
5041,91324,CA,463262.06
5042,77062,TX,165972.96
5043,14216,NY,130731.31
5044,92394,CA,184376.39
5045,60467,IL,323871.63
5046,46845,IN,204175.25
5047,98008,WA,492677.08
5048,17057,PA,126964.47
5049,37148,TN,126911.29
5050,11741,NY,331583.96
5051,03051,NH,253567.59
5052,02050,MA,378918.55
5053,70363,LA,119840.23
5054,91740,CA,392637.11
5055,45237,OH,102081.03
5056,19150,PA,151339.28
5057,19607,PA,131596.57
5058,39443,MS,108792.62
5059,92011,CA,641184.37
5060,33444,FL,197756.37
5061,33544,FL,215863.04
5062,34212,FL,278913.69
5063,10566,NY,296357.47
5064,48036,MI,162747.58
5065,30291,GA,116453.42
5066,53027,WI,186781.95
5067,98406,WA,270284.62
5068,77076,TX,93369.74
5069,64081,MO,202775.33
5070,20105,VA,523417.88
5071,32413,FL,228588.0
5072,66208,KS,224636.22
5073,44138,OH,162163.39
5074,98199,WA,605732.22
5075,89801,NV,221587.35
5076,08088,NJ,242921.78
5077,28613,NC,124931.63
5078,41071,KY,100662.23
5079,93060,CA,323546.62
5080,46158,IN,147627.26
5081,27607,NC,327263.53
5082,17078,PA,176613.59
5083,11412,NY,376272.09
5084,55420,MN,192903.77
5085,90272,CA,2177996.31
5086,11361,NY,521024.5
5087,91504,CA,541872.31
5088,60172,IL,235534.93
5089,11725,NY,455100.0
5090,98292,WA,309268.44
5091,72118,AR,83464.63
5092,35404,AL,106725.42
5093,98671,WA,276965.13
5094,14228,NY,156623.94
5095,72301,AR,69358.21
5096,98055,WA,284970.39
5097,08638,NJ,145366.2
5098,20912,MD,411566.32
5099,71909,AR,169623.07
5100,66109,KS,175449.27
5101,34613,FL,137803.96
5102,77345,TX,229158.93
5103,41501,KY,47146.49
5104,68107,NE,87918.06
5105,44024,OH,196950.11
5106,43607,OH,37824.94
5107,95121,CA,564566.02
5108,37405,TN,174637.88
5109,95131,CA,646394.23
5110,37865,TN,152575.42
5111,63043,MO,147647.42
5112,45102,OH,153863.06
5113,84058,UT,220900.69
5114,33067,FL,360399.58
5115,25705,WV,93995.79
5116,45440,OH,166599.86
5117,77033,TX,78233.13
5118,05701,VT,157044.35
5119,78599,TX,82693.31
5120,90062,CA,345037.57
5121,02186,MA,500065.77
5122,78735,TX,425953.09
5123,92119,CA,429942.79
5124,48009,MI,389783.07
5125,44446,OH,75083.82
5126,91302,CA,1022841.12
5127,03867,NH,166255.59
5128,98407,WA,278080.77
5129,46208,IN,81291.45
5130,48083,MI,202749.71
5131,29303,SC,83722.19
5132,91915,CA,411385.05
5133,29016,SC,216892.97
5134,46052,IN,135583.33
5135,45066,OH,225370.76
5136,90713,CA,422609.61
5137,06451,CT,162991.95
5138,28352,NC,67532.15
5139,98166,WA,381105.0
5140,01867,MA,453178.48
5141,14220,NY,84106.08
5142,14623,NY,115427.71
5143,20705,MD,265501.01
5144,98028,WA,421670.65
5145,22406,VA,302334.26
5146,90680,CA,350065.39
5147,98104,WA,393256.64
5148,44406,OH,164606.79
5149,97470,OR,154298.29
5150,32750,FL,186920.23
5151,34103,FL,519470.37
5152,64052,MO,76594.65
5153,18944,PA,283241.03
5154,17044,PA,78585.23
5155,23324,VA,141779.19
5156,75662,TX,98018.54
5157,03053,NH,319734.29
5158,30125,GA,77247.7
5159,79932,TX,162025.17
5160,61021,IL,93865.65
5161,76034,TX,430853.06
5162,10471,NY,222512.8
5163,33569,FL,188343.64
5164,97140,OR,312785.55
5165,03833,NH,298482.78
5166,85303,AZ,151320.88
5167,37914,TN,105537.51
5168,47250,IN,106482.99
5169,06877,CT,589512.19
5170,49037,MI,55511.39
5171,32763,FL,122437.14
5172,80212,CO,331352.5
5173,33127,FL,173664.93
5174,84094,UT,234318.4
5175,98664,WA,213589.2
5176,22150,VA,384268.48
5177,97239,OR,389723.82
5178,98178,WA,297969.03
5179,35022,AL,162056.83
5180,33150,FL,159242.26
5181,99224,WA,254357.91
5182,06610,CT,137987.83
5183,60466,IL,81824.94
5184,94621,CA,244033.89
5185,22182,VA,701626.96
5186,60538,IL,176136.8
5187,82718,WY,271339.49
5188,43623,OH,116629.73
5189,64130,MO,36426.23
5190,08619,NJ,229621.64
5191,98532,WA,213266.26
5192,64836,MO,93915.4
5193,11763,NY,260475.27
5194,28120,NC,155115.16
5195,48371,MI,228928.38
5196,19428,PA,259631.44
5197,60560,IL,211343.68
5198,75455,TX,106086.72
5199,99203,WA,221006.04
5200,45242,OH,262251.21
5201,95358,CA,197665.69
5202,77803,TX,90369.52
5203,17015,PA,190110.47
5204,02180,MA,400470.63
5205,78211,TX,70785.69
5206,39501,MS,65089.58
5207,33480,FL,550823.77
5208,94580,CA,424995.25
5209,45224,OH,109204.68
5210,52245,IA,211591.35
5211,22043,VA,508324.16
5212,37774,TN,209026.66
5213,71303,LA,147011.41
5214,60013,IL,218876.53
5215,84105,UT,316465.67
5216,85388,AZ,197780.45
5217,73064,OK,134419.94
5218,49428,MI,156426.09
5219,77478,TX,235828.67
5220,22485,VA,242554.91
5221,72901,AR,80295.89
5222,53045,WI,284004.06
5223,97754,OR,166161.87
5224,02879,RI,320260.2
5225,49601,MI,107571.33
5226,94704,CA,720767.72
5227,48204,MI,15309.04
5228,34292,FL,248591.22
5229,40353,KY,96642.49
5230,24141,VA,136302.15
5231,45177,OH,113055.76
5232,83221,ID,156548.12
5233,12144,NY,154527.23
5234,80023,CO,433932.82
5235,79602,TX,143187.66
5236,15090,PA,283813.11
5237,64086,MO,178721.34
5238,94947,CA,598876.08
5239,63090,MO,162226.43
5240,65810,MO,187905.38
5241,43160,OH,94604.71
5242,02346,MA,280121.58
5243,14020,NY,94306.19
5244,93662,CA,167592.29
5245,44236,OH,289865.45
5246,64083,MO,182953.44
5247,54235,WI,164533.62
5248,76208,TX,207195.85
5249,85306,AZ,167141.37
5250,33897,FL,179948.1
5251,32809,FL,140549.42
5252,55744,MN,140794.99
5253,40342,KY,124039.12
5254,53206,WI,31657.84
5255,48223,MI,51308.9
5256,84092,UT,369536.75
5257,98310,WA,194480.76
5258,60706,IL,294133.88
5259,31906,GA,86577.7
5260,20024,DC,320641.86
5261,48346,MI,198440.7
5262,63401,MO,89205.47
5263,52803,IA,106088.54
5264,01832,MA,240915.76
5265,25526,WV,154664.27
5266,06108,CT,134506.21
5267,64050,MO,77813.83
5268,02021,MA,358721.9
5269,50131,IA,233160.7
5270,60561,IL,279283.92
5271,28712,NC,205843.15
5272,02914,RI,190910.86
5273,71220,LA,41187.81
5274,21223,MD,59930.57
5275,80124,CO,428398.76
5276,77385,TX,172534.4
5277,89120,NV,201100.66
5278,46321,IN,206223.09
5279,73020,OK,148540.62
5280,91741,CA,517900.28
5281,49534,MI,161558.83
5282,67216,KS,72924.12
5283,37091,TN,118456.75
5284,53226,WI,187269.13
5285,02907,RI,151663.17
5286,92337,CA,274394.0
5287,12533,NY,344123.71
5288,94803,CA,368237.84
5289,83404,ID,162187.33
5290,95341,CA,151560.26
5291,40741,KY,90650.15
5292,78754,TX,194343.62
5293,27263,NC,108258.32
5294,54913,WI,249503.55
5295,92354,CA,293321.37
5296,95815,CA,173144.16
5297,40203,KY,68914.71
5298,66216,KS,208516.21
5299,32751,FL,233421.05
5300,44305,OH,70739.52
5301,68510,NE,126518.24
5302,98275,WA,413228.83
5303,90814,CA,511733.16
5304,98022,WA,294926.02
5305,32926,FL,151624.43
5306,56007,MN,99107.11
5307,90210,CA,3200560.74
5308,29585,SC,300581.91
5309,44139,OH,262788.47
5310,02043,MA,644467.76
5311,40047,KY,159907.38
5312,71292,LA,87853.17
5313,48134,MI,172132.69
5314,60459,IL,197238.92
5315,91792,CA,374043.29
5316,90249,CA,387797.84
5317,85006,AZ,165699.96
5318,45255,OH,182930.22
5319,77504,TX,132874.68
5320,33606,FL,380257.83
5321,28374,NC,276082.95
5322,35010,AL,97051.3
5323,34788,FL,134246.02
5324,70002,LA,254529.2
5325,48842,MI,149381.77
5326,37857,TN,86798.15
5327,33572,FL,228280.06
5328,32931,FL,242263.88
5329,98020,WA,486981.63
5330,19122,PA,131908.35
5331,63141,MO,383819.38
5332,78148,TX,139680.19
5333,02121,MA,257735.68
5334,91784,CA,484749.22
5335,46312,IN,66021.75
5336,44306,OH,59655.47
5337,89169,NV,149185.6
5338,32401,FL,106825.95
5339,60108,IL,268526.04
5340,85747,AZ,187970.44
5341,19438,PA,291221.67
5342,11378,NY,447594.16
5343,25404,WV,146411.2
5344,30233,GA,119354.09
5345,33811,FL,156117.01
5346,32311,FL,172246.0
5347,48088,MI,131887.53
5348,76541,TX,63791.87
5349,84109,UT,359355.03
5350,45414,OH,94953.46
5351,92841,CA,445376.97
5352,11729,NY,318532.94
5353,91301,CA,638028.6
5354,01602,MA,208272.95
5355,22556,VA,289324.94
5356,33154,FL,510766.41
5357,47025,IN,169553.1
5358,06437,CT,376190.44
5359,94030,CA,1053701.87
5360,91411,CA,478834.5
5361,33144,FL,260698.34
5362,73507,OK,66681.1
5363,89156,NV,169995.52
5364,76308,TX,132852.89
5365,11421,NY,390003.85
5366,42103,KY,205829.37
5367,85373,AZ,177908.47
5368,45208,OH,328769.05
5369,27537,NC,98333.7
5370,55076,MN,194504.4
5371,95841,CA,213112.88
5372,97058,OR,188896.25
5373,45371,OH,175789.27
5374,23805,VA,120271.92
5375,73701,OK,36497.72
5376,17356,PA,155052.12
5377,10901,NY,418986.07
5378,33013,FL,217756.96
5379,73008,OK,95231.24
5380,21040,MD,166167.91
5381,30021,GA,110491.78
5382,97013,OR,279346.86
5383,60178,IL,159607.42
5384,32128,FL,226776.57
5385,48081,MI,131857.04
5386,45056,OH,174405.06
5387,75771,TX,161987.2
5388,46805,IN,79427.3
5389,90710,CA,418127.26
5390,50263,IA,212907.26
5391,85250,AZ,250964.18
5392,84005,UT,230733.28
5393,07869,NJ,461831.26
5394,36701,AL,53854.94
5395,74115,OK,52708.66
5396,46952,IN,85891.62
5397,34234,FL,136368.68
5398,04072,ME,220937.84
5399,90717,CA,481440.08
5400,95377,CA,395210.28
5401,78751,TX,352605.68
5402,77061,TX,110808.56
5403,18411,PA,202726.86
5404,45322,OH,112531.43
5405,08037,NJ,193712.67
5406,08052,NJ,170106.34
5407,01104,MA,119554.88
5408,34470,FL,106262.0
5409,95354,CA,193857.64
5410,95959,CA,358930.98
5411,28532,NC,122789.74
5412,48214,MI,95705.95
5413,64506,MO,150567.13
5414,53092,WI,312140.87
5415,28659,NC,90146.8
5416,61081,IL,79010.01
5417,68111,NE,52516.52
5418,38701,MS,80675.92
5419,54904,WI,180424.77
5420,21842,MD,260317.14
5421,20136,VA,379915.3
5422,08876,NJ,328410.54
5423,02905,RI,179570.0
5424,05452,VT,229327.08
5425,95961,CA,196952.44
5426,33132,FL,309740.85
5427,39465,MS,135672.05
5428,18504,PA,102385.08
5429,72315,AR,64487.19
5430,33166,FL,250291.47
5431,53913,WI,152844.62
5432,30540,GA,177119.35
5433,85739,AZ,281381.16
5434,05403,VT,239440.65
5435,48473,MI,135362.47
5436,60053,IL,305653.6
5437,48420,MI,123919.48
5438,48375,MI,236967.57
5439,46953,IN,52964.92
5440,06067,CT,239726.02
5441,33406,FL,162355.6
5442,78653,TX,177437.01
5443,92835,CA,600311.88
5444,02324,MA,320656.35
5445,60448,IL,256612.7
5446,96761,HI,573608.49
5447,70471,LA,265641.85
5448,07040,NJ,430270.79
5449,29360,SC,83629.47
5450,27591,NC,165135.24
5451,61920,IL,96149.77
5452,14207,NY,66694.92
5453,94085,CA,724882.43
5454,15106,PA,113499.64
5455,29170,SC,119548.72
5456,92881,CA,407605.27
5457,19133,PA,46787.73
5458,15122,PA,85045.81
5459,33774,FL,161378.05
5460,20715,MD,268697.93
5461,99502,AK,237591.96
5462,08731,NJ,239183.51
5463,83864,ID,263720.63
5464,66204,KS,144676.06
5465,92405,CA,184231.99
5466,45638,OH,65227.66
5467,33486,FL,311196.95
5468,33477,FL,316951.38
5469,32217,FL,166952.35
5470,53172,WI,141033.66
5471,29690,SC,161239.01
5472,48085,MI,259641.52
5473,22311,VA,442266.11
5474,44108,OH,33820.98
5475,06605,CT,206459.46
5476,92118,CA,1201916.51
5477,49001,MI,79902.48
5478,02048,MA,355140.47
5479,47240,IN,126923.96
5480,59802,MT,265269.44
5481,32726,FL,132081.69
5482,67213,KS,59374.81
5483,94703,CA,685689.48
5484,93405,CA,541539.84
5485,38103,TN,222586.57
5486,77657,TX,174784.39
5487,72761,AR,121587.31
5488,89166,NV,258716.11
5489,49315,MI,207015.92
5490,11419,NY,393365.35
5491,31069,GA,121642.96
5492,21211,MD,162093.42
5493,33761,FL,159157.36
5494,14618,NY,182895.87
5495,39213,MS,32794.69
5496,22302,VA,310788.07
5497,75702,TX,111815.85
5498,11701,NY,316472.65
5499,34266,FL,87113.15
5500,38242,TN,86647.33
5501,79015,TX,166200.99
5502,44087,OH,202175.68
5503,80215,CO,311276.85
5504,92227,CA,148888.78
5505,46563,IN,121162.45
5506,15143,PA,275192.02
5507,39531,MS,124290.74
5508,55313,MN,203799.37
5509,60803,IL,175401.62
5510,27409,NC,117867.35
5511,20169,VA,450836.77
5512,07076,NJ,438842.87
5513,13210,NY,106483.74
5514,08859,NJ,288311.38
5515,78621,TX,146497.93
5516,43725,OH,84183.91
5517,41005,KY,165091.48
5518,19803,DE,307269.83
5519,53147,WI,199838.3
5520,30121,GA,133430.07
5521,21204,MD,365100.52
5522,19123,PA,293417.52
5523,53083,WI,137038.38
5524,60406,IL,114290.7
5525,90720,CA,688979.69
5526,33714,FL,110886.62
5527,28805,NC,214379.93
5528,95776,CA,321000.22
5529,10591,NY,572994.46
5530,47546,IN,142074.46
5531,07621,NJ,315718.6
5532,76134,TX,106405.18
5533,30141,GA,163287.44
5534,77523,TX,198735.32
5535,63501,MO,99310.38
5536,20112,VA,407902.65
5537,40351,KY,94882.04
5538,98296,WA,426692.71
5539,11433,NY,362764.6
5540,27203,NC,91591.45
5541,89106,NV,143108.59
5542,48864,MI,239751.27
5543,94547,CA,454695.75
5544,34236,FL,486777.17
5545,98043,WA,284827.05
5546,15132,PA,35241.01
5547,39702,MS,102152.09
5548,91202,CA,557803.19
5549,95531,CA,196008.47
5550,31326,GA,162029.65
5551,02809,RI,248251.83
5552,40211,KY,51114.76
5553,98520,WA,109557.32
5554,20716,MD,249327.78
5555,70785,LA,156140.69
5556,13212,NY,103922.37
5557,91945,CA,318034.4
5558,75088,TX,167081.84
5559,11720,NY,308659.11
5560,27518,NC,356331.3
5561,63042,MO,97219.83
5562,60487,IL,262579.36
5563,61802,IL,121672.7
5564,31548,GA,130919.56
5565,83647,ID,148854.51
5566,89048,NV,198052.61
5567,23693,VA,291966.55
5568,43452,OH,140724.13
5569,77053,TX,98801.7
5570,46041,IN,85099.57
5571,33028,FL,312871.33
5572,41015,KY,112446.18
5573,27539,NC,301412.11
5574,70460,LA,148844.38
5575,61115,IL,105483.31
5576,78261,TX,250142.61
5577,55345,MN,305606.35
5578,78654,TX,191408.75
5579,15120,PA,70573.98
5580,47129,IN,103646.75
5581,01905,MA,237933.69
5582,02910,RI,176066.71
5583,64134,MO,80805.01
5584,48348,MI,278695.61
5585,32952,FL,209785.87
5586,49017,MI,98729.3
5587,77020,TX,84463.64
5588,79603,TX,79119.3
5589,19007,PA,163172.14
5590,45801,OH,66937.14
5591,32444,FL,180335.86
5592,19064,PA,267875.38
5593,79072,TX,67091.64
5594,49770,MI,205180.42
5595,85043,AZ,149592.51
5596,33189,FL,211843.38
5597,35055,AL,108887.76
5598,70380,LA,111591.01
5599,97338,OR,208160.39
5600,97801,OR,153353.65
5601,55316,MN,205101.83
5602,50702,IA,100454.25
5603,18505,PA,97567.14
5604,23237,VA,150075.35
5605,32836,FL,387832.59
5606,44053,OH,136364.38
5607,08879,NJ,251631.63
5608,14845,NY,116165.95
5609,80232,CO,245445.93
5610,01886,MA,436249.21
5611,49202,MI,71390.38
5612,42025,KY,96516.87
5613,21231,MD,204900.7
5614,33860,FL,124463.45
5615,70401,LA,146992.85
5616,94089,CA,760255.38
5617,48377,MI,233180.93
5618,14830,NY,103713.7
5619,46580,IN,121571.47
5620,31605,GA,133297.66
5621,15905,PA,82189.97
5622,45227,OH,133532.42
5623,07016,NJ,410484.42
5624,95521,CA,270296.56
5625,11360,NY,344892.48
5626,22209,VA,510266.88
5627,01440,MA,172562.57
5628,08105,NJ,77354.22
5629,43616,OH,126901.88
5630,33759,FL,150082.18
5631,97034,OR,576108.43
5632,49431,MI,116569.8
5633,29906,SC,172708.91
5634,35674,AL,107800.16
5635,98368,WA,303529.77
5636,30507,GA,136391.04
5637,34446,FL,150527.58
5638,92832,CA,425062.37
5639,07112,NJ,203119.9
5640,51104,IA,136827.35
5641,63110,MO,152043.15
5642,78752,TX,204853.55
5643,49456,MI,179914.99
5644,67226,KS,188510.98
